record_id,source_table,entity_text,entity_label,canonical_name,entity_id,start_char,end_char
245,grants,CMR Institute of Technology,ORG,CMR Institute of Technology,CMR_INSTITUTE_OF_TECHNOLOGY,,
245,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
245,grants,"ATAL FDP, AICTE",FUNDING_AGENCY,"ATAL FDP, AICTE",ATAL_FDP_AICTE,,
8,grants,ECE,DEPARTMENT,ECE,,,
8,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
8,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
8,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
317,grants,ECE,DEPARTMENT,ECE,,,
317,grants,CMR Institute of Technology,ORG,CMR Institute of Technology,CMR_INSTITUTE_OF_TECHNOLOGY,,
317,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
317,grants,UBA,FUNDING_AGENCY,UBA,UBA,,
15,grants,CE,DEPARTMENT,CE,,,
15,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
15,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
15,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
11,grants,CE,DEPARTMENT,CE,,,
11,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
11,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
11,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
1,grants,ME,DEPARTMENT,ME,,,
1,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
1,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
1,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
2,grants,EE,DEPARTMENT,EE,,,
2,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
2,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
2,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
3,grants,CSA,DEPARTMENT,CSA,,,
3,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
3,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
3,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
4,grants,EE,DEPARTMENT,EE,,,
4,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
4,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
4,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
5,grants,ECE,DEPARTMENT,ECE,,,
5,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
5,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
5,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
6,grants,CSE,DEPARTMENT,CSE,,,
6,grants,International Institute of Information Technology Bangalore,ORG,International Institute of Information Technology Bangalore,INTERNATIONAL_INSTITUTE_OF_INFORMATION_TECHNOLOGY_BANGALORE,,
6,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
6,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
7,grants,ME,DEPARTMENT,ME,,,
7,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
7,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
7,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
16,grants,ECE,DEPARTMENT,ECE,,,
16,grants,International Institute of Information Technology Bangalore,ORG,International Institute of Information Technology Bangalore,INTERNATIONAL_INSTITUTE_OF_INFORMATION_TECHNOLOGY_BANGALORE,,
16,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
16,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
17,grants,ME,DEPARTMENT,ME,,,
17,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
17,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
17,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
18,grants,EE,DEPARTMENT,EE,,,
18,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
18,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
18,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
19,grants,ECE,DEPARTMENT,ECE,,,
19,grants,International Institute of Information Technology Bangalore,ORG,International Institute of Information Technology Bangalore,INTERNATIONAL_INSTITUTE_OF_INFORMATION_TECHNOLOGY_BANGALORE,,
19,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
19,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
20,grants,EE,DEPARTMENT,EE,,,
20,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
20,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
20,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
21,grants,ECE,DEPARTMENT,ECE,,,
21,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
21,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
21,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
22,grants,CE,DEPARTMENT,CE,,,
22,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
22,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
22,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
23,grants,ECE,DEPARTMENT,ECE,,,
23,grants,International Institute of Information Technology Bangalore,ORG,International Institute of Information Technology Bangalore,INTERNATIONAL_INSTITUTE_OF_INFORMATION_TECHNOLOGY_BANGALORE,,
23,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
23,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
24,grants,Math,DEPARTMENT,Math,,,
24,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
24,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
24,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
25,grants,ECE,DEPARTMENT,ECE,,,
25,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
25,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
25,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
26,grants,Math,DEPARTMENT,Math,,,
26,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
26,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
26,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
27,grants,Math,DEPARTMENT,Math,,,
27,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
27,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
27,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
28,grants,ECE,DEPARTMENT,ECE,,,
28,grants,B.M.S. College of Engineering,ORG,B.M.S. College of Engineering,BMS_COLLEGE_OF_ENGINEERING,,
28,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
28,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
29,grants,CES,DEPARTMENT,CES,,,
29,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
29,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
29,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
30,grants,CES,DEPARTMENT,CES,,,
30,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
30,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
30,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
31,grants,Physics,DEPARTMENT,Physics,,,
31,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
31,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
31,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
32,grants,ECE,DEPARTMENT,ECE,,,
32,grants,R V College of Engineering,ORG,R V College of Engineering,R_V_COLLEGE_OF_ENGINEERING,,
32,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
32,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
33,grants,CE,DEPARTMENT,CE,,,
33,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
33,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
33,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
34,grants,CES,DEPARTMENT,CES,,,
34,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
34,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
34,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
35,grants,CE,DEPARTMENT,CE,,,
35,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
35,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
35,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
36,grants,CSE,DEPARTMENT,CSE,,,
36,grants,International Institute of Information Technology Bangalore,ORG,International Institute of Information Technology Bangalore,INTERNATIONAL_INSTITUTE_OF_INFORMATION_TECHNOLOGY_BANGALORE,,
36,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
36,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
37,grants,CE,DEPARTMENT,CE,,,
37,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
37,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
37,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
38,grants,CSA,DEPARTMENT,CSA,,,
38,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
38,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
38,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
39,grants,Physics,DEPARTMENT,Physics,,,
39,grants,M.S. Ramaiah Institute of Technology,ORG,M S Ramaiah Institute of Technology,M_S_RAMAIAH_INSTITUTE_OF_TECHNOLOGY,,
39,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
39,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
40,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
40,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
40,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
41,grants,CE,DEPARTMENT,CE,,,
41,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
41,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
41,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
42,grants,ME,DEPARTMENT,ME,,,
42,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
42,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
42,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
43,grants,ME,DEPARTMENT,ME,,,
43,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
43,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
43,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
44,grants,Physics,DEPARTMENT,Physics,,,
44,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
44,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
44,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
45,grants,ECE,DEPARTMENT,ECE,,,
45,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
45,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
45,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
46,grants,ECE,DEPARTMENT,ECE,,,
46,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
46,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
46,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
47,grants,EE,DEPARTMENT,EE,,,
47,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
47,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
47,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
48,grants,ME,DEPARTMENT,ME,,,
48,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
48,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
48,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
49,grants,ME,DEPARTMENT,ME,,,
49,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
49,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
49,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
50,grants,EE,DEPARTMENT,EE,,,
50,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
50,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
50,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
51,grants,Physics,DEPARTMENT,Physics,,,
51,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
51,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
51,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
52,grants,Physics,DEPARTMENT,Physics,,,
52,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
52,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
52,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
53,grants,Math,DEPARTMENT,Math,,,
53,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
53,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
53,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
54,grants,Physics,DEPARTMENT,Physics,,,
54,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
54,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
54,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
55,grants,Math,DEPARTMENT,Math,,,
55,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
55,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
55,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
56,grants,Math,DEPARTMENT,Math,,,
56,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
56,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
56,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
57,grants,CES,DEPARTMENT,CES,,,
57,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
57,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
57,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
58,grants,CE,DEPARTMENT,CE,,,
58,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
58,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
58,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
59,grants,Physics,DEPARTMENT,Physics,,,
59,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
59,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
59,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
60,grants,Physics,DEPARTMENT,Physics,,,
60,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
60,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
60,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
61,grants,CE,DEPARTMENT,CE,,,
61,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
61,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
61,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
62,grants,Physics,DEPARTMENT,Physics,,,
62,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
62,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
62,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
63,grants,ECE,DEPARTMENT,ECE,,,
63,grants,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
63,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
63,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
64,grants,ME,DEPARTMENT,ME,,,
64,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
64,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
64,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
65,grants,ME,DEPARTMENT,ME,,,
65,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
65,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
65,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
66,grants,Math,DEPARTMENT,Math,,,
66,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
66,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
66,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
67,grants,ME,DEPARTMENT,ME,,,
67,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
67,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
67,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
68,grants,ECE,DEPARTMENT,ECE,,,
68,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
68,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
68,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
69,grants,ME,DEPARTMENT,ME,,,
69,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
69,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
69,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
70,grants,ME,DEPARTMENT,ME,,,
70,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
70,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
70,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
71,grants,ECE,DEPARTMENT,ECE,,,
71,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
71,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
71,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
72,grants,ME,DEPARTMENT,ME,,,
72,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
72,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
72,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
73,grants,CSA,DEPARTMENT,CSA,,,
73,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
73,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
73,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
74,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
74,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
74,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
75,grants,ECE,DEPARTMENT,ECE,,,
75,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
75,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
75,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
76,grants,Physics,DEPARTMENT,Physics,,,
76,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
76,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
76,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
77,grants,ECE,DEPARTMENT,ECE,,,
77,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
77,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
77,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
78,grants,Physics,DEPARTMENT,Physics,,,
78,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
78,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
78,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
80,grants,ME,DEPARTMENT,ME,,,
80,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
80,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
80,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
81,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
81,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
81,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
82,grants,Physics,DEPARTMENT,Physics,,,
82,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
82,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
82,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
83,grants,ME,DEPARTMENT,ME,,,
83,grants,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
83,grants,Bengaluru,GPE,Bengaluru,BENGALURU,,
83,grants,ANRF,FUNDING_AGENCY,ANRF,ANRF,,
84,grants,CE,DEPARTMENT,CE,,,
