record_id,source_table,keyword,score,rank
66,patents,transmit,0.5053,5
66,patents,transmit datum,0.4828,6
66,patents,modulation,0.4707,7
66,patents,method transmit,0.4475,8
67,patents,converter dc,0.526,1
67,patents,port converter,0.5174,2
67,patents,convert ac,0.5019,3
67,patents,300 converter,0.4727,4
67,patents,transformer 120,0.4623,5
67,patents,ac port,0.4564,6
67,patents,converter convert,0.4554,7
67,patents,converter,0.4367,8
68,patents,biocatalytic method,0.5818,1
68,patents,biocatalytic,0.5092,2
68,patents,abstract biocatalytic,0.4907,3
68,patents,decarboxylation fatty,0.4412,4
68,patents,oxidative decarboxylation,0.4349,5
68,patents,alkene oxidative,0.4346,6
68,patents,decarboxylase regeneration,0.4168,7
68,patents,terminal alkenes,0.4088,8
69,patents,application antibiotics,0.6013,1
69,patents,formula pharmaceutically,0.5962,2
69,patents,preparation compound,0.5944,3
69,patents,preparation heterocyclic,0.5781,4
69,patents,antibiotics abstract,0.5557,5
69,patents,pharmaceutical composition,0.5358,6
69,patents,heterocyclyl compound,0.5276,7
69,patents,provide pharmaceutical,0.5146,8
70,patents,aggregated elevator,0.6575,1
70,patents,plurality elevator,0.5934,2
70,patents,operationthereof aggregated,0.5148,3
70,patents,elevator car,0.4781,4
70,patents,elevator method,0.4761,5
70,patents,abstract aggregated,0.4714,6
70,patents,operate elevator,0.4533,7
70,patents,operate plurality,0.4424,8
71,patents,voltage grid,0.5309,1
71,patents,power converter,0.4959,2
71,patents,converter 120,0.4801,3
71,patents,transformer,0.4693,4
71,patents,frequency transformer,0.412,5
71,patents,grid 150,0.4036,6
71,patents,converter,0.4035,7
71,patents,converter circuit,0.4025,8
72,patents,provide rail,0.5698,1
72,patents,rail 100,0.5226,2
72,patents,rail,0.5066,3
72,patents,rail present,0.5025,4
72,patents,vicinity rail,0.4677,5
72,patents,planter arrange,0.3785,6
72,patents,112 include,0.3545,7
72,patents,116 include,0.3533,8
73,patents,fault detect,0.5193,1
73,patents,detect fault,0.5186,2
73,patents,fault bearing,0.5073,3
73,patents,bearing determine,0.4938,4
73,patents,method detect,0.4764,5
73,patents,bearing method,0.4473,6
73,patents,analyse vibration,0.4389,7
73,patents,equipment analyse,0.394,8
74,patents,actin polymerization,0.637,1
74,patents,inhibition actin,0.5791,2
74,patents,polymerization light,0.5091,3
74,patents,actin nucleating,0.4971,4
74,patents,formula compound,0.4326,5
74,patents,actin,0.4314,6
74,patents,direct compound,0.4314,7
74,patents,polymerization abstract,0.4279,8
75,patents,epoxy vitrimer,0.5329,1
75,patents,epoxy foam,0.5311,2
75,patents,vitrimer epoxy,0.4988,3
75,patents,obtain epoxidize,0.4889,4
75,patents,epoxidize fatty,0.4881,5
75,patents,synthesize hardener,0.4711,6
75,patents,include epoxidize,0.4674,7
75,patents,method synthesizing,0.4543,8
76,patents,comprise graphene,0.5271,1
76,patents,functionalize graphene,0.469,2
76,patents,mixture graphene,0.4621,3
76,patents,graphene functionalize,0.4616,4
76,patents,crystalline graphene,0.4562,5
76,patents,graphene material,0.4463,6
76,patents,polymer comprise,0.4366,7
76,patents,comprise polyvinylidene,0.43,8
78,patents,combustion chamber,0.6043,1
78,patents,igniter assembly,0.5827,2
78,patents,configure fuel,0.5581,3
78,patents,engine ignit,0.5567,4
78,patents,ignit assembly,0.5427,5
78,patents,main combustion,0.5377,6
78,patents,106 fuel,0.5306,7
78,patents,pre combustion,0.5135,8
79,patents,cell magnetic,0.6339,1
79,patents,cells magnetic,0.6274,2
79,patents,magnetic cell,0.6176,3
79,patents,magnetic nanostructure,0.5463,4
79,patents,magnetic nanostructures,0.5354,5
79,patents,cell manipulation,0.5245,6
79,patents,manipulating cells,0.4991,7
79,patents,activate magnetic,0.4948,8
80,patents,gallium nitride,0.4837,1
80,patents,nitride gan,0.4576,2
80,patents,gate stress,0.4572,3
80,patents,uid gan,0.4274,4
80,patents,uid gallium,0.4266,5
80,patents,gan,0.4125,6
80,patents,transistor hemt,0.412,7
80,patents,gan high,0.4107,8
81,patents,cdma method,0.5911,1
81,patents,sequence cdma,0.5338,2
81,patents,cdma abstract,0.4851,3
81,patents,access cdma,0.4713,4
81,patents,cdma,0.4463,5
81,patents,sequences code,0.4195,6
81,patents,sequence method,0.4121,7
81,patents,parameter cdma,0.4037,8
82,patents,classify data,0.5545,1
82,patents,utilize classify,0.5434,2
82,patents,balanced dataset,0.531,3
82,patents,method classify,0.5236,4
82,patents,datum classify,0.5125,5
82,patents,classify,0.5026,6
82,patents,classify datum,0.4869,7
82,patents,unbalanced dataset,0.469,8
83,patents,object ultrasound,0.6614,1
83,patents,direct ultrasound,0.5779,2
83,patents,ultrasound wave,0.5737,3
83,patents,directed ultrasound,0.5352,4
83,patents,ultrasound,0.5166,5
83,patents,wave base,0.4523,6
83,patents,removal object,0.4366,7
83,patents,wave figure,0.4118,8
84,patents,neural implant,0.5999,1
84,patents,implant device,0.5565,2
84,patents,signal electrode,0.5151,3
84,patents,cortical surface,0.5024,4
84,patents,electrode transmit,0.5016,5
84,patents,method implant,0.4807,6
84,patents,surface neural,0.476,7
84,patents,signal device,0.4701,8
85,patents,transformer 130,0.51,1
85,patents,transformer,0.4999,2
85,patents,voltage equalizer,0.4969,3
85,patents,100c transformer,0.4818,4
85,patents,winding transformer,0.4595,5
85,patents,module 110,0.4534,6
85,patents,disclose transformer,0.4534,7
85,patents,plurality voltage,0.4503,8
86,patents,recycled polypropylene,0.7121,1
86,patents,recycle polypropylene,0.6755,2
86,patents,polypropylene post,0.5908,3
86,patents,polypropylene obtain,0.5874,4
86,patents,polypropylene implementation,0.5812,5
86,patents,polypropylene pcr,0.578,6
86,patents,polypropylene,0.5706,7
86,patents,polypropylene blend,0.5678,8
87,patents,cooking apparatus,0.6678,1
87,patents,apparatus cook,0.6085,2
87,patents,configuration cooking,0.6014,3
87,patents,relate cooking,0.5981,4
87,patents,20 cooking,0.5933,5
87,patents,shape cooking,0.5526,6
87,patents,cooking,0.5454,7
87,patents,food apparatus,0.5221,8
88,patents,analog computing,0.6222,1
88,patents,analog compute,0.589,2
88,patents,compute analog,0.5276,3
88,patents,individual memristor,0.4964,4
88,patents,memristor array,0.4703,5
88,patents,memristor,0.4655,6
88,patents,memristor memristor,0.4622,7
88,patents,interpose electrode,0.4148,8
89,patents,ammonia biofilter,0.6872,1
89,patents,biofilter ammonia,0.676,2
89,patents,ammonia removal,0.6109,3
89,patents,aquaculture systems,0.5889,4
89,patents,ammonia recirculating,0.5645,5
89,patents,recirculating aquaculture,0.5565,6
89,patents,ammonia water,0.5555,7
89,patents,water ammonia,0.5488,8
90,patents,implant abstract,0.4853,1
90,patents,polyethylene polymer,0.473,2
90,patents,polyethylene uhmwpe,0.4729,3
90,patents,moldable orthopedic,0.4561,4
90,patents,implant embodiments,0.456,5
90,patents,polyethylene,0.4549,6
90,patents,orthopedic implant,0.4483,7
90,patents,oethopedic implant,0.443,8
41,patents,zeolite adsorption,0.7396,1
41,patents,modified zeolite,0.6694,2
41,patents,modify zeolite,0.661,3
41,patents,amination zeolite,0.6352,4
41,patents,zeolite modify,0.6255,5
41,patents,aminate zeolite,0.5966,6
41,patents,zeolite obtain,0.5948,7
41,patents,zeolite derivative,0.5924,8
91,patents,printable conduct,0.5661,1
91,patents,hydrogel comprise,0.5253,2
91,patents,conduct ink,0.5228,3
91,patents,hydrogel disclose,0.5108,4
91,patents,ink composition,0.4804,5
91,patents,conduct polymer,0.4783,6
91,patents,provide hydrogel,0.4737,7
91,patents,provide printable,0.4707,8
1050,patents,extension safeupload,0.6678,1
1050,patents,safeupload guard,0.6412,2
1050,patents,redact safeupload,0.6271,3
1050,patents,safeupload improve,0.612,4
1050,patents,safeupload,0.6029,5
1050,patents,privacy digital,0.5242,6
1050,patents,online uploads,0.5191,7
1050,patents,uploads browser,0.5145,8
92,patents,printer apparatus,0.5946,1
92,patents,scraper apparatus,0.488,2
92,patents,3d printer,0.4864,3
92,patents,printer abstract,0.4795,4
92,patents,3d printing,0.4614,5
92,patents,displace scraper,0.4446,6
92,patents,apparatus 3d,0.4434,7
92,patents,slide scraper,0.4428,8
93,patents,radar chirp,0.5717,1
93,patents,chirp signal,0.5573,2
93,patents,fmcw radar,0.535,3
93,patents,transmit chirp,0.516,4
93,patents,waveform chirp,0.5112,5
93,patents,signal fmcw,0.4658,6
93,patents,set radar,0.4528,7
93,patents,radar,0.4505,8
94,patents,stent custom,0.584,1
94,patents,stent method,0.5786,2
94,patents,stent form,0.5168,3
94,patents,biliary stent,0.4779,4
94,patents,fabricating bioresorbable,0.4282,5
94,patents,stent,0.4218,6
94,patents,fabrication bioresorbable,0.4087,7
94,patents,polymer form,0.3938,8
95,patents,quantum illumination,0.4985,1
95,patents,quantify reflectivity,0.4838,2
95,patents,entangled photon,0.4737,3
95,patents,photon entangle,0.4697,4
95,patents,entangle polarization,0.4609,5
95,patents,polarization entangled,0.4506,6
95,patents,photon pairs,0.4414,7
95,patents,quantum correlation,0.43,8
96,patents,remediate groundwater,0.6195,1
96,patents,water purification,0.5926,2
96,patents,groundwater impurity,0.575,3
96,patents,purification water,0.5711,4
96,patents,remediate contaminate,0.5326,5
96,patents,example groundwater,0.5132,6
96,patents,groundwater,0.491,7
96,patents,method remediate,0.4886,8
97,patents,bioelectronic polymer,0.6043,1
97,patents,bio electronic,0.5614,2
97,patents,film bioelectronic,0.5476,3
97,patents,organic films,0.5212,4
97,patents,electronic polymer,0.5151,5
97,patents,polymer base,0.4378,6
97,patents,multifunctional bio,0.4314,7
97,patents,piezoelectric nano,0.4238,8
98,patents,manage compressor,0.5704,1
98,patents,compressor unit,0.4826,2
98,patents,compressor oil,0.4742,3
98,patents,oil refrigerant,0.4486,4
98,patents,compressor,0.4445,5
98,patents,couple compressor,0.4387,6
98,patents,method manage,0.4136,7
98,patents,refrigerant reduction,0.4105,8
99,patents,hydrogel composition,0.5971,1
99,patents,network hydrogel,0.5821,2
99,patents,hydrogel triple,0.571,3
99,patents,interpenetrate polymerization,0.5666,4
99,patents,hydrogel form,0.5665,5
99,patents,porous hydrogel,0.5501,6
99,patents,hydrogel hydrogel,0.5467,7
99,patents,polymerization,0.5375,8
100,patents,ion battery,0.5271,1
100,patents,material electrode,0.499,2
100,patents,battery process,0.4933,3
100,patents,electrochemical,0.492,4
100,patents,electrode material,0.4864,5
100,patents,electrochemical performance,0.4697,6
100,patents,excellent electrochemical,0.4464,7
100,patents,na ion,0.4398,8
102,patents,turbulent spots,0.5437,1
102,patents,layer aerodynamic,0.5402,2
102,patents,effect turbulent,0.5322,3
102,patents,turbulent spot,0.5295,4
102,patents,region aerodynamic,0.5244,5
102,patents,associate turbulent,0.4962,6
102,patents,turbulent,0.4927,7
102,patents,aerodynamic,0.4378,8
103,patents,modular dc,0.5252,1
103,patents,dc converter,0.5081,2
103,patents,asymmetric modular,0.4717,3
103,patents,converter module,0.457,4
103,patents,converter method,0.4225,5
103,patents,second converter,0.4102,6
103,patents,105 converter,0.3854,7
103,patents,modular,0.3835,8
104,patents,manage thermal,0.5171,1
104,patents,control thermal,0.5067,2
104,patents,thermal runaways,0.4966,3
104,patents,energy storage,0.479,4
104,patents,thermal runaway,0.4724,5
104,patents,device temperature,0.4434,6
104,patents,storage devices,0.4389,7
104,patents,storage device,0.4204,8
106,patents,socket ventilate,0.6076,1
106,patents,transtibial socket,0.5435,2
106,patents,ventilate transtibial,0.5285,3
106,patents,relate ventilate,0.491,4
106,patents,ventilate,0.4342,5
106,patents,receptacle adaptor,0.4117,6
106,patents,end adaptor,0.4079,7
106,patents,receptacle configure,0.3984,8
237,patents,injector burner,0.7256,1
237,patents,fuel injector,0.7155,2
237,patents,hybrid fuel,0.6564,3
237,patents,burner,0.4575,4
237,patents,injector,0.4316,5
237,patents,hybrid,0.4263,6
237,patents,fuel,0.3506,7
56,patents,transistor hemt,0.6038,1
56,patents,hemt device,0.601,2
56,patents,device hemt,0.5978,3
56,patents,layer hemt,0.5348,4
56,patents,hemt,0.4825,5
56,patents,gate dielectric,0.4811,6
56,patents,passivation layer,0.4406,7
56,patents,dielectric passivation,0.4406,8
107,patents,electrode comprise,0.5473,1
107,patents,comprise electrode,0.516,2
107,patents,thereof electrochemical,0.5129,3
107,patents,electrode material,0.505,4
107,patents,feiiiso4oh electrode,0.4877,5
107,patents,electrochemical,0.4874,6
107,patents,electrode base,0.4792,7
107,patents,currently electrode,0.4787,8
108,patents,curcumin isolation,0.6486,1
108,patents,isolation membrane,0.6139,2
108,patents,curcumin solvent,0.5412,3
108,patents,concentrated curcumin,0.5346,4
108,patents,permeate membrane,0.5106,5
108,patents,dissolve curcumin,0.5087,6
108,patents,obtain curcumin,0.4981,7
108,patents,membrane solvent,0.4806,8
109,patents,kncm electrode,0.5991,1
109,patents,electrode kcm,0.5921,2
109,patents,electrode comprise,0.5406,3
109,patents,battery electrode,0.5219,4
109,patents,comprise electrode,0.52,5
109,patents,compound electrochemical,0.4972,6
109,patents,synthesis kcm,0.4872,7
109,patents,electrochemical,0.4849,8
111,patents,robot collaboration,0.5537,1
111,patents,human robot,0.5098,2
111,patents,gesture audio,0.4937,3
111,patents,multimodal collaboration,0.4891,4
111,patents,collaboration human,0.4771,5
111,patents,multimodal human,0.4657,6
111,patents,robot,0.4595,7
111,patents,robot identify,0.4589,8
112,patents,composite scaffold,0.627,1
112,patents,scaffold product,0.5723,2
112,patents,scaffold method,0.56,3
112,patents,scaffolds methods,0.5598,4
112,patents,trigger scaffolds,0.523,5
112,patents,scaffold thereof,0.5066,6
112,patents,scaffold,0.4987,7
112,patents,scaffolds,0.4925,8
113,patents,receive photoacoustic,0.4809,1
113,patents,molecule test,0.4786,2
113,patents,photoacoustic,0.4784,3
113,patents,generate photoacoustic,0.4748,4
113,patents,photoacoustic electrical,0.4659,5
113,patents,base photoacoustic,0.4655,6
113,patents,wave photoacoustic,0.4567,7
113,patents,photoacoustic wave,0.4524,8
114,patents,channel estimation,0.5351,1
114,patents,channel receiver,0.4992,2
114,patents,detection otfs,0.4556,3
114,patents,sparse channel,0.4531,4
114,patents,impulsive noise,0.4517,5
114,patents,gaussian impulsive,0.397,6
114,patents,transmission channel,0.363,7
114,patents,abstract channel,0.3625,8
115,patents,quantum lidar,0.6232,1
115,patents,photon entangled,0.6034,2
115,patents,photon pair,0.5217,3
115,patents,pair photon,0.5175,4
115,patents,quantum correlation,0.5056,5
115,patents,compute quantum,0.4782,6
115,patents,photon signal,0.4778,7
115,patents,photon configure,0.4696,8
116,patents,multiplexed electrochemical,0.6027,1
116,patents,sensor electrochemical,0.5944,2
116,patents,electrochemical sensor,0.5875,3
116,patents,setup electrochemical,0.5321,4
116,patents,electrochemical analysis,0.5201,5
116,patents,measurement electrochemical,0.5139,6
116,patents,analysis electrochemical,0.5128,7
116,patents,method electrochemical,0.5108,8
117,patents,pipeline maintenance,0.5606,1
117,patents,pipeline inspection,0.5459,2
117,patents,maintenance robotic,0.5309,3
117,patents,pipeline embodiments,0.5073,4
117,patents,cleaning pipeline,0.4912,5
117,patents,pipeline,0.478,6
117,patents,relate pipeline,0.4658,7
117,patents,robotic inspection,0.4634,8
118,patents,pipeline inspection,0.6223,1
118,patents,pipeline embodiments,0.533,2
118,patents,pipeline,0.5235,3
118,patents,pipeline integrity,0.5058,4
118,patents,robotic inspection,0.4982,5
118,patents,pipeline inside,0.4876,6
118,patents,pipeline abstract,0.4819,7
118,patents,coat pipeline,0.4808,8
119,patents,impedance analyzer,0.6572,1
119,patents,device impedance,0.5869,2
119,patents,100 impedance,0.5153,3
119,patents,analyzer portable,0.5153,4
119,patents,impedance,0.4905,5
119,patents,measurement device,0.4443,6
119,patents,support device,0.4254,7
119,patents,analyzer,0.4239,8
120,patents,convert ac,0.4485,1
120,patents,current ac,0.3855,2
120,patents,transformer 120,0.3622,3
120,patents,current dc,0.3577,4
120,patents,ac dc,0.3534,5
120,patents,converter,0.3373,6
120,patents,plurality current,0.3329,7
120,patents,300 converter,0.3307,8
121,patents,nozzle drone,0.6033,1
121,patents,tfcf nozzle,0.543,2
121,patents,drone spray,0.5407,3
121,patents,droplet nozzle,0.5093,4
121,patents,generation nozzle,0.4928,5
121,patents,air nozzle,0.4625,6
121,patents,nozzle,0.4516,7
121,patents,targeted spraying,0.4499,8
122,patents,hybrid waveguide,0.5389,1
122,patents,waveguide platform,0.5247,2
122,patents,polarization converter,0.4856,3
122,patents,waveguide layer,0.4827,4
122,patents,multiplexing polarization,0.476,5
122,patents,waveguide,0.4691,6
122,patents,selective polarization,0.4364,7
122,patents,polarizatiion filter,0.4265,8
123,patents,fluid magnetic,0.5066,1
123,patents,create magnetic,0.447,2
123,patents,magnetic probes,0.4382,3
123,patents,magnetic probe,0.4338,4
123,patents,fluid sample,0.426,5
123,patents,fluid determine,0.4207,6
123,patents,response magnetic,0.4116,7
123,patents,magnetize create,0.4086,8
124,patents,porous polydimethylsiloxane,0.5659,1
124,patents,sensor conduct,0.5448,2
124,patents,polydimethylsiloxane base,0.4928,3
124,patents,conduct sheet,0.4727,4
124,patents,polydimethylsiloxane,0.468,5
124,patents,base sensors,0.4618,6
124,patents,sensor form,0.4616,7
124,patents,sensors,0.4537,8
125,patents,structures soil,0.5839,1
125,patents,mesh structures,0.5484,2
125,patents,mesh structure,0.5365,3
125,patents,soil reinforcement,0.5349,4
125,patents,texured mesh,0.5151,5
125,patents,unit mesh,0.4628,6
125,patents,structure provide,0.4565,7
125,patents,stability sand,0.4278,8
126,patents,configuration peptide,0.5815,1
126,patents,peptide present,0.5541,2
126,patents,synthetic peptide,0.5336,3
126,patents,peptide contain,0.528,4
126,patents,comprise peptide,0.5239,5
126,patents,peptide peptide,0.5216,6
126,patents,peptide,0.516,7
126,patents,surrogate amino,0.4851,8
1798,patents,robotic fish,0.6929,1
1798,patents,artificial fish,0.5665,2
1798,patents,fish underwater,0.5329,3
1798,patents,underwater surveillance,0.5085,4
1798,patents,biomimetic robotic,0.4891,5
1798,patents,habitat aquatic,0.4869,6
1798,patents,fish connect,0.4828,7
1798,patents,fish,0.4823,8
127,patents,optical mirror,0.5463,1
127,patents,upconversion lightbeams,0.5393,2
127,patents,lightbeams method,0.5235,3
127,patents,linear optical,0.519,4
127,patents,beams method,0.5173,5
127,patents,light beams,0.4959,6
127,patents,substrate reflective,0.4712,7
127,patents,optical,0.4636,8
129,patents,optical wireless,0.6179,1
129,patents,optical reconfigurable,0.5686,2
129,patents,user optical,0.5195,3
129,patents,disclose optical,0.4748,4
129,patents,receiver light,0.4709,5
129,patents,optical,0.4697,6
129,patents,wireless receiver,0.458,7
129,patents,receiver method,0.4549,8
130,patents,configuration peptide,0.5771,1
130,patents,peptide present,0.5586,2
130,patents,synthetic peptide,0.5507,3
130,patents,peptide peptide,0.5409,4
130,patents,peptide contain,0.5407,5
130,patents,surrogate amino,0.5401,6
130,patents,comprise peptide,0.5368,7
130,patents,peptide,0.5278,8
131,patents,graphene heat,0.6335,1
131,patents,graphene bn,0.5946,2
131,patents,stack graphene,0.5941,3
131,patents,heat spreader,0.5638,4
131,patents,use graphene,0.5583,5
131,patents,utilize graphene,0.553,6
131,patents,device graphene,0.5496,7
131,patents,graphene,0.5434,8
133,patents,isolated converter,0.5293,1
133,patents,converter circuit,0.5025,2
133,patents,soft switched,0.4108,3
133,patents,semiconductor switch,0.4098,4
133,patents,converter,0.3805,5
133,patents,disclose converter,0.3566,6
133,patents,current modulation,0.3525,7
133,patents,switch plurality,0.3523,8
134,patents,analog memory,0.5312,1
134,patents,mos2 2d,0.4702,2
134,patents,dichalcogenide based,0.4632,3
134,patents,disulfide mos2,0.4611,4
134,patents,metal dichalcogenide,0.451,5
134,patents,memory device,0.4452,6
134,patents,mos2,0.4276,7
134,patents,monolayer molybdenum,0.4154,8
136,patents,mos2 surface,0.6116,1
136,patents,mos2,0.5573,2
136,patents,2d semiconductors,0.5206,3
136,patents,mos2 general,0.5161,4
136,patents,performance mos2,0.509,5
136,patents,metal dichalcogenide,0.4539,6
136,patents,semiconductors present,0.45,7
136,patents,104 mos2,0.4337,8
137,patents,gan gate,0.517,1
137,patents,hemts semiconductor,0.5005,2
137,patents,gan layer,0.492,3
137,patents,form gan,0.4525,4
137,patents,passivation layer,0.4515,5
137,patents,semiconductor device,0.447,6
137,patents,approach gan,0.4461,7
137,patents,nitride gan,0.4334,8
140,patents,tapped inductor,0.5853,1
140,patents,inductor dual,0.5537,2
140,patents,bridge converter,0.5238,3
140,patents,converter operating,0.445,4
140,patents,half bridge,0.4055,5
140,patents,dual active,0.3929,6
140,patents,inductor,0.3765,7
140,patents,converter,0.3489,8
142,patents,vehicles navigation,0.5727,1
142,patents,navigation autonomously,0.5672,2
142,patents,control navigation,0.5473,3
142,patents,navigation control,0.5446,4
142,patents,plurality navigation,0.5001,5
142,patents,example navigation,0.4821,6
142,patents,navigation instruction,0.4801,7
142,patents,navigation comprise,0.4758,8
143,patents,peptide sequence,0.5897,1
143,patents,comprise peptide,0.5654,2
143,patents,peptide,0.4902,3
143,patents,sequence comprise,0.4435,4
143,patents,formation microbial,0.4136,5
143,patents,biofilm include,0.4007,6
143,patents,biofilm disclosure,0.3972,7
143,patents,microbial,0.3948,8
144,patents,membrane application,0.4936,1
144,patents,polyamide desalination,0.4881,2
144,patents,printing plastic,0.4841,3
144,patents,plastic programmable,0.4809,4
144,patents,application desalination,0.4705,5
144,patents,desalination method,0.461,6
144,patents,polyamide membrane,0.4522,7
144,patents,composite membrane,0.4465,8
145,patents,recycled acrylonitrile,0.6014,1
145,patents,method recycling,0.5971,2
145,patents,recycling operation,0.5912,3
145,patents,recycle pcr,0.5725,4
145,patents,method recycle,0.5475,5
145,patents,consumer recycled,0.5413,6
145,patents,strength recycling,0.5265,7
145,patents,recycling,0.526,8
146,patents,switch detection,0.5096,1
146,patents,digital converter,0.4856,2
146,patents,converter switch,0.4649,3
146,patents,sensor converter,0.4519,4
146,patents,transition sensor,0.447,5
146,patents,converter unit,0.4222,6
146,patents,analog digital,0.4188,7
146,patents,140 sensor,0.4187,8
147,patents,electromagnet rotor,0.5531,1
147,patents,reluctance machine,0.4638,2
147,patents,machine ersrm,0.4629,3
147,patents,rotor 110,0.4519,4
147,patents,rotor winding,0.4411,5
147,patents,switched reluctance,0.4365,6
147,patents,plurality rotor,0.4306,7
147,patents,control ersrm,0.4236,8
148,patents,particles method,0.5092,1
148,patents,obtain shadowgraphic,0.4969,2
148,patents,depth particle,0.4958,3
148,patents,image particle,0.477,4
148,patents,particle method,0.4691,5
148,patents,process shadowgraphic,0.4599,6
148,patents,characteristics particles,0.4533,7
148,patents,particle object,0.4412,8
1103,patents,switched reluctance,0.5874,1
1103,patents,reluctance motor,0.5435,2
1103,patents,motor srm,0.5251,3
1103,patents,reluctance rotor,0.4566,4
1103,patents,srm electric,0.447,5
1103,patents,motor optimize,0.4395,6
1103,patents,design switching,0.4336,7
1103,patents,electrical design,0.4095,8
149,patents,geocell reinforcement,0.6448,1
149,patents,structure geocell,0.6008,2
149,patents,geogrid geocell,0.5584,3
149,patents,abstract geogrid,0.5289,4
149,patents,reinforcement structure,0.5125,5
149,patents,grid structure,0.4979,6
149,patents,cell geocell,0.4746,7
149,patents,100 geocell,0.4683,8
150,patents,photodetector intrusion,0.6531,1
150,patents,intrusion detection,0.5446,2
150,patents,relate intrusion,0.5008,3
150,patents,incident photodetector,0.4756,4
150,patents,beam photodetector,0.4664,5
150,patents,photodetector 130,0.4646,6
150,patents,intrusion,0.4643,7
150,patents,abstract intrusion,0.4584,8
151,patents,wound kit,0.5277,1
151,patents,wound composition,0.4902,2
151,patents,drug delivery,0.48,3
151,patents,multifunctional pellet,0.4594,4
151,patents,delivery wound,0.4541,5
151,patents,pellet drug,0.439,6
151,patents,kit method,0.436,7
151,patents,kit methods,0.4283,8
152,patents,supercapacitor device,0.6036,1
152,patents,provide supercapacitor,0.577,2
152,patents,100 supercapacitor,0.5589,3
152,patents,116 supercapacitor,0.5562,4
152,patents,supercapacitor,0.555,5
152,patents,136 supercapacitor,0.5083,6
152,patents,electrode set,0.4829,7
152,patents,electrode include,0.4763,8
153,patents,bio vitrimer,0.6013,1
153,patents,hydrophobic hardener,0.5915,2
153,patents,hardener bio,0.5166,3
153,patents,thereof hydrophobic,0.507,4
153,patents,vitrimer implementation,0.4961,5
153,patents,vitrimer process,0.4816,6
153,patents,hydrophobic,0.4769,7
153,patents,base hydrophobic,0.4691,8
155,patents,packet transmit,0.5439,1
155,patents,packet parity,0.5174,2
155,patents,protocol data,0.5161,3
155,patents,packet level,0.5146,4
155,patents,packet set,0.5064,5
155,patents,generate packet,0.4959,6
155,patents,sub packet,0.4837,7
155,patents,packet present,0.4776,8
156,patents,manufacturing aspherical,0.7021,1
156,patents,manufacture aspherical,0.6783,2
156,patents,aspherical optical,0.6265,3
156,patents,optical component,0.6031,4
156,patents,obtain aspherical,0.5608,5
156,patents,type aspherical,0.5058,6
156,patents,method manufacture,0.4785,7
156,patents,aspherical,0.4531,8
157,patents,robotic leg,0.5786,1
157,patents,design legged,0.5763,2
157,patents,legged locomotion,0.5619,3
157,patents,leg design,0.5504,4
157,patents,limb component,0.4959,5
157,patents,robotic limb,0.4932,6
157,patents,weight robotic,0.4581,7
157,patents,sandwich robotic,0.4289,8
160,patents,potassium ion,0.5041,1
160,patents,material potassium,0.4925,2
160,patents,ion battery,0.4851,3
160,patents,knm cathode,0.4843,4
160,patents,battery kib,0.4803,5
160,patents,battery layered,0.4791,6
160,patents,formula k0,0.4766,7
160,patents,p3 type,0.4227,8
161,patents,locomotion method,0.5925,1
161,patents,quadrupedal robot,0.5774,2
161,patents,control quadrupedal,0.564,3
161,patents,generate locomotion,0.5445,4
161,patents,robot locomotion,0.5267,5
161,patents,control step,0.4841,6
