record_id,source_table,keyword,score,rank
26,theses,correlation meteorological,0.5024,1
26,theses,monsoon concentration,0.4899,2
26,theses,bc meteorological,0.4816,3
26,theses,high monsoon,0.4716,4
26,theses,atmospheric particulate,0.4627,5
26,theses,atmospheric pollutant,0.4602,6
26,theses,winter monsoon,0.4507,7
26,theses,post monsoon,0.4482,8
27,theses,magnesium alloy,0.6077,1
27,theses,wear corrosion,0.6039,2
27,theses,alloy az91d,0.5652,3
27,theses,corrosion property,0.5041,4
27,theses,mechanical wear,0.4719,5
27,theses,corrosion,0.4664,6
27,theses,alloy,0.4264,7
27,theses,az91d hybrid,0.4159,8
28,theses,pavement india,0.6078,1
28,theses,asphalt pavement,0.597,2
28,theses,increase pavement,0.5759,3
28,theses,pavement selection,0.5737,4
28,theses,pavement life,0.5533,5
28,theses,exist pavement,0.5533,6
28,theses,flexible pavement,0.5391,7
28,theses,road construction,0.5371,8
29,theses,seal rotor,0.4687,1
29,theses,rotor introduction,0.4196,2
29,theses,turbine application,0.3981,3
29,theses,rotor pressure,0.3775,4
29,theses,maintain rotor,0.377,5
29,theses,gas turbine,0.3756,6
29,theses,rotor operating,0.3741,7
29,theses,seal configuration,0.3414,8
30,theses,flow porous,0.538,1
30,theses,convective flow,0.4809,2
30,theses,stability convective,0.4601,3
30,theses,fluid flow,0.4582,4
30,theses,fluid model,0.4332,5
30,theses,stability analyze,0.4242,6
30,theses,numerical analysis,0.4173,7
30,theses,analyze stability,0.4143,8
31,theses,iot software,0.4939,1
31,theses,sensor network,0.483,2
31,theses,iot,0.4159,3
31,theses,protocol sensor,0.4107,4
31,theses,throughput software,0.3938,5
31,theses,thing iot,0.3926,6
31,theses,network control,0.3899,7
31,theses,allocation sdn,0.3752,8
32,theses,organize wireless,0.6009,1
32,theses,sensor network,0.5971,2
32,theses,load balance,0.4938,3
32,theses,wireless sensor,0.4895,4
32,theses,self organize,0.4215,5
32,theses,sensor,0.3203,6
32,theses,balance self,0.3203,7
32,theses,network,0.3129,8
33,theses,qos mobile,0.5922,1
33,theses,packet scheduling,0.5452,2
33,theses,queue management,0.533,3
33,theses,qos,0.5313,4
33,theses,aware queue,0.5027,5
33,theses,scheme qos,0.4881,6
33,theses,bandwidth aware,0.4699,7
33,theses,queue,0.4587,8
37,theses,classification gynecological,0.4574,1
37,theses,classify cancer,0.4191,2
37,theses,optimize classification,0.4162,3
37,theses,cancer gynecological,0.4153,4
37,theses,gynecological cancer,0.3991,5
37,theses,cancer cervical,0.3978,6
37,theses,cervical cancer,0.3895,7
37,theses,classification method,0.3881,8
39,theses,internet lte,0.5192,1
39,theses,demand lte,0.5024,2
39,theses,lte cqi,0.4868,3
39,theses,network lte,0.4827,4
39,theses,lte primarily,0.4733,5
39,theses,lte effective,0.4643,6
39,theses,prevalent lte,0.4624,7
39,theses,lte,0.46,8
40,theses,dynamic trust,0.6394,1
40,theses,trust management,0.5586,2
40,theses,adversary detection,0.5449,3
40,theses,tolerant network,0.5193,4
40,theses,management adversary,0.5112,5
40,theses,delay tolerant,0.4999,6
40,theses,adversary,0.4846,7
40,theses,trust,0.4772,8
41,theses,biomedical image,0.577,1
41,theses,cancer classification,0.575,2
41,theses,heterogeneous computing,0.5073,3
41,theses,classification heterogeneous,0.5007,4
41,theses,biomedical,0.4643,5
41,theses,analysis cancer,0.4456,6
41,theses,computing environment,0.3771,7
41,theses,classification,0.3564,8
42,theses,game theory,0.6066,1
42,theses,strategy wireless,0.606,2
42,theses,security strategy,0.5909,3
42,theses,approach security,0.4951,4
42,theses,sensor network,0.4706,5
42,theses,wireless sensor,0.4291,6
42,theses,strategy,0.4278,7
42,theses,security,0.3925,8
43,theses,sentiment classification,0.4283,1
43,theses,ml architecture,0.4274,2
43,theses,perform sentiment,0.4246,3
43,theses,automate ml,0.4195,4
43,theses,sentiment analysis,0.4125,5
43,theses,learning ml,0.3956,6
43,theses,dataset optimize,0.3916,7
43,theses,machine learn,0.38,8
44,theses,opinion classify,0.4683,1
44,theses,opinion classification,0.458,2
44,theses,classifier opinion,0.4151,3
44,theses,opinion patient,0.3941,4
44,theses,opinion mining,0.3752,5
44,theses,analyze opinion,0.3678,6
44,theses,care opinion,0.3641,7
44,theses,care analyze,0.3617,8
45,theses,sensor network,0.4431,1
45,theses,cluster,0.4387,2
45,theses,efficient cluster,0.4275,3
45,theses,cluster rout,0.4241,4
45,theses,microprocessor network,0.4074,5
45,theses,smart building,0.4065,6
45,theses,clustering route,0.4051,7
45,theses,utilization electricity,0.3974,8
46,theses,skin detection,0.7029,1
46,theses,classification algorithm,0.5101,2
46,theses,supervise classification,0.502,3
46,theses,parametric skin,0.4949,4
46,theses,classification,0.4642,5
46,theses,detection,0.4141,6
46,theses,performance analysis,0.4077,7
46,theses,skin,0.4031,8
47,theses,thing data,0.4859,1
47,theses,intelligent transport,0.4777,2
47,theses,context aware,0.4774,3
47,theses,aware machine,0.4108,4
47,theses,transport,0.3567,5
47,theses,machine learn,0.35,6
47,theses,internet thing,0.3186,7
47,theses,learn base,0.3178,8
48,theses,load balancing,0.5312,1
48,theses,tolerance cloud,0.4982,2
48,theses,balancing fault,0.4451,3
48,theses,cloud,0.4105,4
48,theses,fault tolerance,0.3945,5
48,theses,efficiency load,0.3476,6
48,theses,balancing,0.3308,7
48,theses,energy efficiency,0.2799,8
49,theses,wireless adhoc,0.6108,1
49,theses,attack wireless,0.6044,2
49,theses,adhoc network,0.5911,3
49,theses,security packet,0.5123,4
49,theses,dropping attack,0.474,5
49,theses,packet dropping,0.4679,6
49,theses,adhoc,0.382,7
49,theses,ensure security,0.3509,8
51,theses,indexing fast,0.735,1
51,theses,fast search,0.6802,2
51,theses,new indexing,0.6261,3
51,theses,indexing,0.6114,4
51,theses,search algorithm,0.589,5
51,theses,algorithm big,0.5151,6
51,theses,search,0.4758,7
51,theses,big datum,0.4204,8
52,theses,oxide nanocomposite,0.6379,1
52,theses,pollutant removal,0.6131,2
52,theses,efficient pollutant,0.5852,3
52,theses,nanocomposite design,0.515,4
52,theses,metal oxide,0.4513,5
52,theses,pollutant,0.4457,6
52,theses,nanocomposite,0.4382,7
52,theses,oxide,0.3807,8
53,theses,electrochemical catechol,0.6213,1
53,theses,catechol sensing,0.5938,2
53,theses,composite electrochemical,0.5156,3
53,theses,nickel oxide,0.5091,4
53,theses,oxide nanocrystal,0.4487,5
53,theses,electrochemical,0.4255,6
53,theses,nanocrystal base,0.4211,7
53,theses,nickel,0.3874,8
54,theses,noc label,0.5861,1
54,theses,3d noc,0.5518,2
54,theses,label switching,0.529,3
54,theses,noc,0.4352,4
54,theses,switching stream,0.4163,5
54,theses,stream platform,0.3987,6
54,theses,label,0.3462,7
54,theses,stream,0.3022,8
55,theses,analog wireless,0.6228,1
55,theses,cod technique,0.5297,2
55,theses,wireless communication,0.4971,3
55,theses,communication feedback,0.4913,4
55,theses,thesis cod,0.4866,5
55,theses,analog,0.4837,6
55,theses,cod,0.4192,7
55,theses,technique analog,0.4003,8
56,theses,meteorological datum,0.721,1
56,theses,datum karnataka,0.6972,2
56,theses,analytic meteorological,0.6471,3
56,theses,karnataka region,0.6102,4
56,theses,meteorological,0.584,5
56,theses,karnataka,0.5702,6
56,theses,data analytic,0.4299,7
56,theses,datum,0.3435,8
57,theses,mimo ofdm,0.7313,1
57,theses,channel estimation,0.6401,2
57,theses,technique mimo,0.5567,3
57,theses,ofdm,0.5141,4
57,theses,mimo,0.5096,5
57,theses,estimation technique,0.4045,6
57,theses,analysis channel,0.3737,7
57,theses,channel,0.3456,8
58,theses,soil stabilize,0.7318,1
58,theses,property soil,0.6657,2
58,theses,stabilize biological,0.5503,3
58,theses,soil,0.5112,4
58,theses,biological method,0.4411,5
58,theses,engineering property,0.413,6
58,theses,stabilize,0.3572,7
58,theses,biological,0.3331,8
59,theses,epoxy matrix,0.4665,1
59,theses,seed powder,0.4659,2
59,theses,reinforce epoxy,0.4608,3
59,theses,mango seed,0.4178,4
59,theses,epoxy,0.4098,5
59,theses,seed shell,0.3905,6
59,theses,tamarind seed,0.3736,7
59,theses,matrix composite,0.3597,8
60,theses,epoxy matrix,0.4475,1
60,theses,seed cover,0.4244,2
60,theses,screw pine,0.4083,3
60,theses,composite material,0.406,4
60,theses,reinforce epoxy,0.4053,5
60,theses,mango seed,0.3697,6
60,theses,epoxy,0.3513,7
60,theses,matrix composite,0.3248,8
68,theses,optimize qos,0.6864,1
68,theses,qos base,0.6723,2
68,theses,qos,0.5372,3
68,theses,rout protocol,0.488,4
68,theses,protocol internet,0.442,5
68,theses,design optimize,0.4042,6
68,theses,base rout,0.3335,7
68,theses,protocol,0.3149,8
69,theses,compress sense,0.6109,1
69,theses,optimal compress,0.6108,2
69,theses,compress,0.4384,3
69,theses,design optimal,0.4237,4
69,theses,technique biomedical,0.4232,5
69,theses,biomedical application,0.4229,6
69,theses,sense technique,0.3775,7
69,theses,biomedical,0.3622,8
1006,theses,indias livelihood,0.5773,1
1006,theses,livelihood program,0.5536,2
1006,theses,livelihood,0.4571,3
1006,theses,case indias,0.3952,4
1006,theses,transparency case,0.377,5
1006,theses,transparency,0.3352,6
1006,theses,information multiple,0.326,7
1006,theses,information,0.3202,8
75,theses,smart agriculture,0.6293,1
75,theses,agriculture,0.4491,2
75,theses,sensor networks,0.4431,3
75,theses,reliability evaluation,0.3942,4
75,theses,analytics wireless,0.3919,5
75,theses,wireless sensor,0.3779,6
75,theses,reliability,0.3642,7
75,theses,sensor,0.3318,8
2,theses,catalyzed oxidation,0.5682,1
2,theses,kinetic oxidation,0.5328,2
2,theses,oxidation kinetics,0.5304,3
2,theses,oxidation kinetic,0.5163,4
2,theses,oxidation diphenhydramine,0.508,5
2,theses,study oxidation,0.4762,6
2,theses,catalyze reaction,0.4583,7
2,theses,oxidation taurine,0.4474,8
76,theses,cognitive radio,0.7025,1
76,theses,spectrum sensing,0.6969,2
76,theses,adaptive spectrum,0.631,3
76,theses,radio communication,0.5573,4
76,theses,sensing cognitive,0.529,5
76,theses,spectrum,0.4727,6
76,theses,radio,0.4048,7
76,theses,sensing,0.3459,8
82,theses,image steganography,0.6324,1
82,theses,steganography image,0.6316,2
82,theses,base steganography,0.6301,3
82,theses,steganography scheme,0.6255,4
82,theses,steganography process,0.6226,5
82,theses,steganography specialized,0.6183,6
82,theses,steganography,0.6012,7
82,theses,steganography precisely,0.5861,8
83,theses,detection breast,0.4493,1
83,theses,mammography affordable,0.4231,2
83,theses,analyze mammography,0.4209,3
83,theses,breast cancer,0.4208,4
83,theses,mammography image,0.4061,5
83,theses,digital mammography,0.4025,6
83,theses,mammography,0.3894,7
83,theses,cancer signature,0.3892,8
1030,theses,topological data,0.723,1
1030,theses,field topological,0.6534,2
1030,theses,topological,0.5708,3
1030,theses,multi field,0.4505,4
1030,theses,tool multi,0.4069,5
1030,theses,data analysis,0.3816,6
1030,theses,field,0.342,7
1030,theses,data,0.2976,8
1048,theses,big datum,0.545,1
1048,theses,heterogeneous big,0.4597,2
1048,theses,datum,0.4271,3
1048,theses,hybrid computational,0.4157,4
1048,theses,handling heterogeneous,0.3744,5
1048,theses,development analysis,0.3555,6
1048,theses,efficient handling,0.3462,7
1048,theses,techniques efficient,0.3271,8
3,theses,convection,0.5643,1
3,theses,natural convection,0.5304,2
3,theses,convection occur,0.5231,3
3,theses,convection oseen,0.5001,4
3,theses,convective flows,0.495,5
3,theses,diffusive convection,0.4731,6
3,theses,constrain convection,0.4724,7
3,theses,study convective,0.4641,8
84,theses,image compression,0.5619,1
84,theses,compression algorithm,0.4871,2
84,theses,medical image,0.4776,3
84,theses,compression approach,0.4599,4
84,theses,image diagnosis,0.4466,5
84,theses,compression framework,0.4448,6
84,theses,comprehensive compression,0.436,7
84,theses,compression perform,0.4346,8
961,theses,wildfire management,0.6526,1
961,theses,uav swarm,0.6434,2
961,theses,approaches wildfire,0.5918,3
961,theses,wildfire,0.4913,4
961,theses,scalable uav,0.4791,5
961,theses,swarm base,0.4496,6
961,theses,cooperative search,0.4424,7
961,theses,swarm,0.4316,8
1042,theses,ictd programme,0.6449,1
1042,theses,mandate ictd,0.6294,2
1042,theses,ictd,0.6091,3
1042,theses,karnatakas agriculture,0.5824,4
1042,theses,case karnatakas,0.5302,5
1042,theses,agriculture electronic,0.4801,6
1042,theses,karnatakas,0.4731,7
1042,theses,electronic market,0.3642,8
85,theses,incident management,0.5461,1
85,theses,management software,0.4451,2
85,theses,service management,0.4444,3
85,theses,management identify,0.4166,4
85,theses,resolve incident,0.4089,5
85,theses,maintenance machine,0.4084,6
85,theses,software maintenance,0.4071,7
85,theses,approach ort,0.4019,8
95,theses,service qos,0.5493,1
95,theses,manet ieee,0.5431,2
95,theses,qos provision,0.5277,3
95,theses,qos,0.5143,4
95,theses,qos aware,0.5139,5
95,theses,qos demand,0.5049,6
95,theses,robust qos,0.4966,7
95,theses,qos reliability,0.4779,8
96,theses,spectrum industry,0.5718,1
96,theses,utilize spectrum,0.5674,2
96,theses,technology spectrum,0.5534,3
96,theses,spectrum utilization,0.5508,4
96,theses,licensed spectrum,0.5198,5
96,theses,cognitive radio,0.5086,6
96,theses,share spectrum,0.4802,7
96,theses,spectrum slack,0.475,8
97,theses,lte technology,0.5377,1
97,theses,power lte,0.5153,2
97,theses,communication lte,0.5079,3
97,theses,cellular network,0.5029,4
97,theses,lte advanced,0.4906,5
97,theses,d2d cellular,0.4878,6
97,theses,improvement lte,0.4843,7
97,theses,control lte,0.4612,8
98,theses,machining mmc,0.5491,1
98,theses,analysis machining,0.51,2
98,theses,machining parameters,0.5087,3
98,theses,application machining,0.4828,4
98,theses,machining,0.4795,5
98,theses,machining parameter,0.4428,6
98,theses,chatter machining,0.4199,7
98,theses,optimization machining,0.4196,8
100,theses,tool study,0.4038,1
100,theses,select alloy,0.3971,2
100,theses,yield tensile,0.3803,3
100,theses,stir material,0.3673,4
100,theses,alloy friction,0.3635,5
100,theses,tensile strength,0.359,6
100,theses,friction stir,0.3566,7
100,theses,incremental forming,0.3516,8
964,theses,variability travel,0.6509,1
964,theses,sources variability,0.6094,2
964,theses,choice model,0.4431,3
964,theses,variability,0.438,4
964,theses,travel choice,0.4371,5
964,theses,disentangle different,0.3555,6
964,theses,travel,0.3503,7
964,theses,disentangle,0.303,8
101,theses,gate tfets,0.5176,1
101,theses,type mosfet,0.4792,2
101,theses,mosfet,0.4436,3
101,theses,mosfet device,0.4344,4
101,theses,compare mosfet,0.4329,5
101,theses,semiconductor cmos,0.429,6
101,theses,mosfet mosfet,0.4259,7
101,theses,circuit mosfet,0.4259,8
50,theses,pollutant tio2,0.6832,1
50,theses,nio nanocomposite,0.577,2
50,theses,tio2 nio,0.5345,3
50,theses,light degradation,0.4895,4
50,theses,tio2,0.4525,5
50,theses,organic pollutant,0.4371,6
50,theses,pollutant,0.408,7
50,theses,nanocomposite,0.3972,8
102,theses,composite aluminium,0.516,1
102,theses,quality aluminium,0.4711,2
102,theses,property ceramic,0.4645,3
102,theses,manufacturing composite,0.4591,4
102,theses,properties aluminium,0.4341,5
102,theses,synthesis composite,0.4337,6
102,theses,exist ceramic,0.4263,7
102,theses,ceramic reinforce,0.4047,8
105,theses,waste management,0.4574,1
105,theses,relate waste,0.4552,2
105,theses,waste type,0.4548,3
105,theses,wastes fuel,0.4297,4
105,theses,process waste,0.429,5
105,theses,polypropylene wastes,0.4198,6
105,theses,reactor waste,0.4177,7
105,theses,segregate waste,0.4141,8
106,theses,cuo base,0.6879,1
106,theses,cuo cuo,0.4977,2
106,theses,materials synthesis,0.4518,3
106,theses,base materials,0.4236,4
106,theses,cuo,0.4029,5
106,theses,synthesis characterization,0.3576,6
106,theses,synthesis,0.2995,7
106,theses,materials,0.2735,8
107,theses,visual cryptography,0.6084,1
107,theses,visual cryptographic,0.608,2
107,theses,cryptography vc,0.5501,3
107,theses,cryptography prototype,0.5014,4
107,theses,cryptography,0.485,5
107,theses,cryptographic technique,0.4813,6
107,theses,cryptographic,0.4802,7
107,theses,secret image,0.4737,8
965,theses,ultrasonic guided,0.6342,1
965,theses,inspection additively,0.5928,2
965,theses,base inspection,0.5342,3
965,theses,ultrasonic,0.5151,4
965,theses,guided wave,0.468,5
965,theses,inspection,0.4499,6
965,theses,additively manufactured,0.4262,7
965,theses,manufactured components,0.3946,8
71,theses,agriculture optimization,0.7561,1
71,theses,productivity crops,0.717,2
71,theses,crops agriculture,0.6675,3
71,theses,agriculture,0.5427,4
71,theses,crops,0.5404,5
71,theses,increase productivity,0.4303,6
71,theses,productivity,0.3696,7
71,theses,develop model,0.3633,8
72,theses,diabetic retinopathy,0.6797,1
72,theses,retinopathy,0.5482,2
72,theses,diagnosis diabetic,0.5335,3
72,theses,rapid screening,0.5232,4
72,theses,screening early,0.4904,5
72,theses,screening,0.4376,6
72,theses,diabetic,0.389,7
72,theses,early diagnosis,0.384,8
111,theses,oscillatory quadrature,0.5354,1
111,theses,quadrature method,0.5014,2
111,theses,numericall analysis,0.4991,3
111,theses,quadrature thesis,0.438,4
111,theses,numerical integration,0.4139,5
111,theses,frequency approach,0.4133,6
111,theses,integral quadrature,0.4044,7
111,theses,quadrature particularly,0.4023,8
113,theses,power grid,0.5128,1
113,theses,power generation,0.4566,2
113,theses,renewable energy,0.4537,3
113,theses,control grid,0.447,4
113,theses,energy generation,0.4384,5
113,theses,variable renewable,0.4325,6
113,theses,grid reliability,0.4153,7
113,theses,balance electricity,0.4151,8
115,theses,mri establish,0.3785,1
115,theses,imaging dce,0.3654,2
115,theses,imaging mri,0.3605,3
115,theses,enhancement mri,0.3495,4
115,theses,dce mri,0.3435,5
115,theses,mri recognize,0.3394,6
115,theses,mri devise,0.3282,7
115,theses,mri magnetic,0.3259,8
118,theses,titanium alloy,0.6227,1
118,theses,ta alloy,0.5414,2
118,theses,titanium,0.5293,3
118,theses,alloy study,0.5009,4
118,theses,ti 34nb,0.4649,5
118,theses,alloy strengthen,0.4623,6
118,theses,activity alloy,0.4574,7
118,theses,alloy anneal,0.4534,8
119,theses,acoustic perforate,0.6285,1
119,theses,perforate baffle,0.5574,2
119,theses,panel perforation,0.5552,3
119,theses,baffle perforate,0.534,4
119,theses,model perforation,0.5295,5
119,theses,perforate panel,0.5276,6
119,theses,flexible perforate,0.5127,7
119,theses,perforation ratio,0.4863,8
120,theses,recognition devanagari,0.5155,1
120,theses,character classifier,0.5009,2
120,theses,character recognition,0.4914,3
120,theses,model handwritten,0.4577,4
120,theses,unit handwritten,0.4289,5
120,theses,handwritten character,0.4287,6
120,theses,online handwritten,0.4108,7
120,theses,character analyze,0.4098,8
566,theses,turbulent channel,0.7794,1
566,theses,transitional turbulent,0.7173,2
566,theses,turbulent,0.6443,3
566,theses,channel flow,0.5965,4
566,theses,flow,0.4178,5
566,theses,flow available,0.394,6
566,theses,channel,0.3113,7
566,theses,transitional,0.2514,8
567,theses,hydro meteorological,0.657,1
567,theses,meteorological process,0.5862,2
567,theses,process extreme,0.5108,3
567,theses,analysis hydro,0.5088,4
567,theses,meteorological,0.4527,5
567,theses,regional analysis,0.4057,6
567,theses,hydro,0.4036,7
567,theses,extreme available,0.375,8
121,theses,creativity design,0.571,1
121,theses,design process,0.5461,2
121,theses,creativity assessment,0.5114,3
121,theses,assess creativity,0.5059,4
121,theses,design complex,0.5004,5
121,theses,construct designing,0.4964,6
121,theses,assessment creativity,0.4916,7
121,theses,process creative,0.4911,8
122,theses,slope seismic,0.4695,1
122,theses,slope soil,0.444,2
122,theses,soil slope,0.4407,3
122,theses,seismic response,0.4404,4
122,theses,soil slopes,0.438,5
122,theses,reinforce soil,0.4364,6
122,theses,seismic design,0.4241,7
122,theses,reinforced soil,0.4147,8
123,theses,recall spatial,0.503,1
123,theses,learning technique,0.4997,2
123,theses,learn cluster,0.4853,3
123,theses,learning paradigm,0.4851,4
123,theses,clustering recall,0.4592,5
123,theses,memories theory,0.441,6
123,theses,practice learning,0.4302,7
123,theses,recall temporal,0.4281,8
124,theses,turbine swirl,0.5958,1
124,theses,turbine combustor,0.5788,2
124,theses,swirler fuel,0.5102,3
124,theses,swirl flow,0.5082,4
124,theses,gas turbine,0.5016,5
124,theses,swirl number,0.4936,6
124,theses,vortex breakdown,0.492,7
124,theses,dynamic vortex,0.4681,8
125,theses,spray morphology,0.5217,1
125,theses,analysis spray,0.5087,2
125,theses,spray test,0.4941,3
125,theses,spraytec measure,0.4894,4
125,theses,characteristic spray,0.4819,5
125,theses,spray atomizer,0.4721,6
125,theses,spray formation,0.466,7
125,theses,atomization spray,0.4506,8
127,theses,dual adhesive,0.5136,1
127,theses,adhesive bonding,0.5023,2
127,theses,adhesive bonded,0.4946,3
127,theses,different adhesive,0.4916,4
127,theses,strengthen adhesive,0.4763,5
127,theses,single adhesive,0.4683,6
127,theses,adhesive bond,0.464,7
127,theses,adhesive concept,0.4416,8
1097,theses,channel estimation,0.6774,1
1097,theses,algorithm mimo,0.6397,2
1097,theses,mimo spectrum,0.6261,3
1097,theses,mimo,0.5562,4
1097,theses,spectrum management,0.4755,5
1097,theses,estimation algorithm,0.4339,6
1097,theses,novel channel,0.3895,7
1097,theses,channel,0.3774,8
109,theses,circuits soc,0.612,1
109,theses,design cntfet,0.5778,2
109,theses,cntfet base,0.5669,3
109,theses,device modeling,0.5291,4
109,theses,soc design,0.5129,5
109,theses,logic circuits,0.4419,6
109,theses,cntfet,0.3829,7
109,theses,circuits,0.3706,8
110,theses,consumer adoption,0.6397,1
110,theses,mobile payment,0.5877,2
110,theses,adoption mobile,0.5546,3
110,theses,payment service,0.4957,4
110,theses,service bangalore,0.4425,5
110,theses,consumer,0.4208,6
110,theses,study consumer,0.4199,7
110,theses,bangalore urban,0.4115,8
128,theses,environment achieve,0.5367,1
128,theses,turn environmental,0.5046,2
128,theses,design decision,0.4872,3
128,theses,design activity,0.4837,4
128,theses,environmental impact,0.478,5
128,theses,reduce environmental,0.4763,6
128,theses,design conceptual,0.4718,7
128,theses,support environmentally,0.4703,8
129,theses,network coding,0.6966,1
129,theses,network codes,0.6013,2
129,theses,coding paradigm,0.5206,3
129,theses,information network,0.4921,4
129,theses,decodable network,0.4774,5
129,theses,index coding,0.4767,6
129,theses,network cod,0.4607,7
129,theses,bit network,0.4585,8
131,theses,superalloys alloying,0.4862,1
131,theses,base superalloys,0.4456,2
131,theses,alloy oxide,0.4421,3
131,theses,cr alloy,0.4399,4
131,theses,base alloy,0.4267,5
131,theses,temperature oxidation,0.4039,6
131,theses,base superalloy,0.4018,7
131,theses,alloy study,0.3983,8
977,theses,view graph,0.6079,1
977,theses,multi view,0.5543,2
977,theses,graph data,0.5502,3
977,theses,learn multi,0.4841,4
977,theses,domain multi,0.4764,5
977,theses,multi domain,0.4339,6
977,theses,graph,0.4094,7
977,theses,view,0.3552,8
132,theses,nitride semiconductors,0.6239,1
